CELEX_ID,Date,Title
32024R2982,2024-11-28,Commission Implementing Regulation (EU) 2024/2982 of 28 November 2024 laying down rules for the application of Regulation (EU) No 910/2014 of the European Parliament and of the Council as regards protocols and interfaces to be supported by the European Digital Identity Framework
32024R2979,2024-11-28,Commission Implementing Regulation (EU) 2024/2979 of 28 November 2024 laying down rules for the application of Regulation (EU) No 910/2014 of the European Parliament and of the Council as regards the integrity and core functionalities of European Digital Identity Wallets
32024R1769,2024-06-26,Commission Implementing Regulation (EU) 2024/1769 of 26 June 2024 amending Implementing Regulation (EU) 2015/2174 as regards updating the indicative compendium of environmental goods and services and of economic activities
32024R2686,2024-10-17,Commission Implementing Regulation (EU) 2024/2686 of 17 October 2024 initiating an investigation concerning possible circumvention of the anti-dumping measures imposed by Implementing Regulation (EU) 2022/558 on imports of certain graphite electrode systems originating in the People’s Republic of China by imports of artificial graphite in blocks or cylinders originating in the People’s Republic of China and making such imports subject to registration
32024R1976,2024-07-19,"Commission Implementing Regulation (EU) 2024/1976 of 19 July 2024 initiating an investigation concerning possible circumvention of the anti-dumping measures imposed by Implementing Regulation (EU) 2021/633 on imports of monosodium glutamate originating in the People’s Republic of China by imports of monosodium glutamate consigned from Malaysia, whether declared as originating in Malaysia or not, and making such imports subject to registration"
32024R1281,2024-05-07,"Commission Implementing Regulation (EU) 2024/1281 of 7 May 2024 amending Implementing Regulation (EU) 2020/1208 on structure, format, submission processes and review of information reported by Member States pursuant to Regulation (EU) 2018/1999 of the European Parliament and of the Council"
32024R0425,2024-02-02,"Commission Implementing Regulation (EU) 2024/425 of 2 February 2024 concerning the non-approval of the active substance asulam-sodium, in accordance with Regulation (EC) No 1107/2009 of the European Parliament and of the Council"
32024R1662,2024-06-11,Commission Implementing Regulation (EU) 2024/1662 of 11 June 2024 amending Implementing Regulation (EU) 2019/1793 on the temporary increase of official controls and emergency measures governing the entry into the Union of certain goods from certain third countries implementing Regulations (EU) 2017/625 and (EC) No 178/2002 of the European Parliament and of the Council
32024R1601,2024-05-30,Commission Implementing Regulation (EU) 2024/1601 of 30 May 2024 amending Regulation (EC) No 474/2006 as regards the list of air carriers banned from operating or subject to operational restrictions within the Union
32024R0894,2024-03-13,Commission Implementing Regulation (EU) 2024/894 of 13 March 2024 amending Regulation (EU) No 139/2014 as regards occurrence reporting
32024R2074,2024-07-26,Council Implementing Regulation (EU) 2024/2074 of 26 July 2024 implementing Regulation (EU) No 267/2012 concerning restrictive measures against Iran
32024R2076,2024-07-24,"Commission Implementing Regulation (EU) 2024/2076 of 24 July 2024 amending Regulations (EU) No 1178/2011 and (EU) No 965/2012 as regards the clarification of requirements for cruise relief co-pilots, updates of requirements for flight crew licensing and medical certification, and improvements for general aviation"
32024R1255,2024-05-03,Commission Implementing Regulation (EU) 2024/1255 of 3 May 2024 amending Implementing Regulation (EU) 2015/1998 as regards certain detailed measures for the implementation of the common basic standards on aviation security
32024R2694,2024-10-17,Commission Implementing Regulation (EU) 2024/2694 of 17 October 2024 authorising the placing on the market of magnesium L-threonate as a novel food and amending Implementing Regulation (EU) 2017/2470
32024R2044,2024-07-29,Commission Implementing Regulation (EU) 2024/2044 of 29 July 2024 amending Implementing Regulation (EU) 2017/2470 as regards the specifications and the conditions of use of the novel food Yarrowia lipolytica yeast biomass
32024R2048,2024-07-29,Commission Implementing Regulation (EU) 2024/2048 of 29 July 2024 amending Implementing Regulation (EU) 2017/2470 as regards the specifications and the conditions of use of the novel food protein extract from pig kidneys
32024R2090,2024-07-29,Commission Implementing Regulation (EU) 2024/2090 of 29 July 2024 authorising the placing on the market of Lacto-N-fucopentaose I and 2'-Fucosyllactose mixture produced using a derivative strain of Escherichia coli K-12 DH1 as a novel food and amending Implementing Regulation (EU) 2017/2470
32024R2036,2024-07-29,Commission Implementing Regulation (EU) 2024/2036 of 29 July 2024 authorising the placing on the market of 2’-Fucosyllactose produced by a derivative strain of Escherichia coli W (ATCC 9637) as a novel food and amending Implementing Regulation (EU) 2017/2470
32024R1896,2024-07-11,Commission Implementing Regulation (EU) 2024/1896 of 11 July 2024 imposing a provisional anti-dumping duty on imports of certain polyvinyl chloride (PVC) originating in Egypt and the United States of America
32024R2062,2024-07-30,Commission Implementing Regulation (EU) 2024/2062 of 30 July 2024 amending Implementing Regulation (EU) 2017/2470 as regards the specifications of the novel food Schizochytrium sp. oil rich in DHA and EPA
32024R1734,2024-06-21,"Commission Implementing Regulation (EU) 2024/1734 of 21 June 2024 amending Implementing Regulation (EU) No 686/2012 as regards allocation to Member States, for the purposes of the renewal procedure, of the evaluation of the active substance deltamethrin"
32024R1892,2024-07-10,"Commission Implementing Regulation (EU) 2024/1892 of 10 July 2024 amending Implementing Regulation (EU) No 540/2011 as regards the extension of the approval periods of the active substances amisulbrom, S-abscisic acid, thiencarbazone and valifenalate"
32024R1186,2024-04-24,Commission Implementing Regulation (EU) 2024/1186 of 24 April 2024 concerning the authorisation of cinnamon bark essential oil and cinnamon leaf essential oil from Cinnamomum verum J. Presl as feed additives for certain animal species
32024R1195,2024-04-24,Commission Implementing Regulation (EU) 2024/1195 of 24 April 2024 concerning the authorisation of cassia essential oil from Cinnamomum aromaticum Nees as a feed additive for certain animal species
32024R1201,2024-04-26,Commission Implementing Regulation (EU) 2024/1201 of 26 April 2024 withdrawing from the market star anise terpenes from Illicium verum Hook.f. as a feed additive
32024R1989,2024-07-22,"Commission Implementing Regulation (EU) 2024/1989 of 22 July 2024 concerning the authorisation of undec-10-enal, terpineol acetate, d,l-borneol, l-carvone, d-camphor, d,l-isobornyl acetate, 3-propylidenephthalide, phenylacetic acid, methyl salicylate, thymol, carvacrol, benzothiazole, terpinolene, d,l-isoborneol, trans-menthone, d,l-bornyl acetate, 3-butylidenephthalide, phenylacetaldehyde, phenethyl acetate, phenethyl phenylacetate, methyl phenylacetate, ethyl phenylacetate, isobutyl phenylacetate, 3-methylbutyl phenylacetate, 2-methoxyphenol, 2-methoxy-4-methylphenol, 4-ethylguaiacol, 2-methoxy-4-vinylphenol, 4-ethylphenol, 2-methylphenol, 4-methylphenol, 2,6-dimethoxyphenol, phenol, 2,6-dimethylphenol, 2-isopropylphenol, benzene-1,3-diol, alpha-phellandrene, alpha-terpinene, gamma-terpinene and l-limonene as feed additives for all animal species and amending Implementing Regulation (EU) 2018/245 as regards the terms of authorisation of d,l-isomenthone as a feed additive for all animal species"
32024R1727,2024-06-20,Commission Implementing Regulation (EU) 2024/1727 of 20 June 2024 withdrawing from the market certain feed additives
32024R1755,2024-06-25,"Commission Implementing Regulation (EU) 2024/1755 of 25 June 2024 concerning the authorisation of acetic acid, calcium acetate and sodium diacetate as feed additives for fish"
32024R0493,2024-02-12,Commission Implementing Regulation (EU) 2024/493 of 12 February 2024 imposing a definitive anti-dumping duty on imports of ceramic tiles originating in the People’s Republic of China following an expiry review pursuant to Article 11(2) of Regulation (EU) 2016/1036 of the European Parliament and of the Council
32024R1475,2024-05-30,Commission Implementing Regulation (EU) 2024/1475 of 30 May 2024 imposing a definitive anti-dumping duty on imports of certain seamless pipes and tubes of stainless steel originating in the People’s Republic of China following an expiry review pursuant to Article 11(2) of Regulation (EU) 2016/1036 of the European Parliament and of the Council
32024R1959,2024-07-17,Commission Implementing Regulation (EU) 2024/1959 of 17 July 2024 imposing a provisional anti-dumping duty on imports of erythritol originating in the People’s Republic of China
32024R2163,2024-08-14,Commission Implementing Regulation (EU) 2024/2163 of 14 August 2024 imposing a provisional anti-dumping duty on imports of biodiesel originating in the People's Republic of China
32024R1474,2024-05-24,"Commission Implementing Regulation (EU) 2024/1474 of 24 May 2024 laying down rules for the application of Article 14(4), point (a), of the Council Regulation (EC) No 1224/2009 as regards derogation from the margin of tolerance in estimating catches for unsorted landings and transhipments from small pelagic, industrial and tropical tuna purse seiners fisheries"
32024R2182,2024-09-02,"Commission Implementing Regulation (EU) 2024/2182 of 2 September 2024 specifying the technical items of the data set, establishing the technical formats for transmission of information and specifying the arrangements and content of the quality reports on the organisation of a sample survey in the use of information and communication technologies domain for reference year 2025 pursuant to Regulation (EU) 2019/1700 of the European Parliament and of the Council"
32024R2046,2024-07-29,Commission Implementing Regulation (EU) 2024/2046 of 29 July 2024 amending Implementing Regulation (EU) 2017/2470 as regards the specific labelling requirements for the novel food partially hydrolysed protein from spent barley (Hordeum vulgare) and rice (Oryza sativa)
32024R2040,2024-07-29,Commission Implementing Regulation (EU) 2024/2040 of 29 July 2024 amending Implementing Regulation (EU) 2024/1070 as regards the establishment of transitional measures for the renewal of the authorisation of a preparation of 25-hydroxycholecalciferol produced by Saccharomyces cerevisiae CBS 146008
32024R1673,2024-06-06,Commission Implementing Regulation (EU) 2024/1673 of 6 June 2024 laying down rules for the application of Council Regulation (EU) No 833/2014 as regards reporting and the implementation of revenue operations for the financial contribution due to the Union
32024R2018,2024-07-26,Commission Implementing Regulation (EU) 2024/2018 of 26 July 2024 as regards the revision of the fees and charges payable to the European Union Agency for Railways and their conditions of payment
32024R0569,2024-02-07,Commission Implementing Regulation (EU) 2024/569 of 7 February 2024 approving non-minor amendments to the specification for a name entered in the register of protected designations of origin and protected geographical indications [Cecina de León (PGI)]
32024R2004,2024-07-23,"Commission Implementing Regulation (EU) 2024/2004 of 23 July 2024 amending Implementing Regulation (EU) 2019/2072 as regards the listing of pests and rules on the introduction into, and movement within, the Union territory of plants, plant products and other objects"
32024R1801,2024-06-28,Commission Implementing Regulation (EU) 2024/1801 of 28 June 2024 fixing the import duties in the cereals sector applicable from 1 July 2024 and repealing Implementing Regulation (EU) 2020/1221
32024R2101,2024-07-30,Commission Implementing Regulation (EU) 2024/2101 of 30 July 2024 authorising the placing on the market of Schizochytrium sp. (CABIO-A-2) oil as a novel food and amending Implementing Regulation (EU) 2017/2470
32024R2049,2024-07-30,Commission Implementing Regulation (EU) 2024/2049 of 30 July 2024 authorising the placing on the market of Schizochytrium limacinum (TKD-1) oil as a novel food and amending Implementing Regulation (EU) 2017/2470
32024R1886,2024-07-10,Commission Implementing Regulation (EU) 2024/1886 of 10 July 2024 laying down detailed rules implementing Regulation (EU) No 165/2014 of the European Parliament and of the Council as regards the content of the initial and continuing training of control officers for the analysis of the data recorded and the checking of tachographs
32024R0250,2024-01-10,Commission Implementing Regulation (EU) 2024/250 of 10 January 2024 amending Implementing Regulation (EU) 2015/2447 as regards formats and codes for the common data requirements for the purposes of exchange and storage of certain information under the customs legislation
32024R1302,2024-05-14,Commission Implementing Regulation (EU) 2024/1302 of 14 May 2024 granting a Union authorisation for the single biocidal product CaO PT03 in accordance with Regulation (EU) No 528/2012 of the European Parliament and of the Council
32024R1990,2024-07-22,Commission Implementing Regulation (EU) 2024/1990 of 22 July 2024 amending Implementing Regulation (EU) 2023/1763 as regards an administrative change to the Union authorisation of the biocidal product family Lactic acid Family – Quatchem
32024R1486,2024-05-29,Commission Implementing Regulation (EU) 2024/1486 of 29 May 2024 granting a Union authorisation for the single biocidal product CaO PT02 in accordance with Regulation (EU) No 528/2012 of the European Parliament and of the Council
32024R1482,2024-05-29,Commission Implementing Regulation (EU) 2024/1482 of 29 May 2024 granting a Union authorisation for the single biocidal product Nordkalk CL 90-Q in accordance with Regulation (EU) No 528/2012 of the European Parliament and of the Council
32024R1491,2024-05-29,Commission Implementing Regulation (EU) 2024/1491 of 29 May 2024 granting a Union authorisation for the single biocidal product CaO PT02-PT03 in accordance with Regulation (EU) No 528/2012 of the European Parliament and of the Council
32024R1478,2024-05-29,"Commission Implementing Regulation (EU) 2024/1478 of 29 May 2024 granting a Union authorisation for the single biocidal product Nordkalk QL 0-0,1 in accordance with Regulation (EU) No 528/2012 of the European Parliament and of the Council"
32024R1481,2024-05-29,Commission Implementing Regulation (EU) 2024/1481 of 29 May 2024 granting a Union authorisation for the single biocidal product Nordkalk QL 0-2 in accordance with Regulation (EU) No 528/2012 of the European Parliament and of the Council
32024R1653,2024-06-04,Commission Implementing Regulation (EU) 2024/1653 of 4 June 2024 granting a Union authorisation for the biocidal product family Thonhauser PAA in accordance with Regulation (EU) No 528/2012 of the European Parliament and of the Council
32024R1672,2024-06-13,Commission Implementing Regulation (EU) 2024/1672 of 13 June 2024 granting a Union authorisation for the single biocidal product Nordkalk QL 90 in accordance with Regulation (EU) No 528/2012 of the European Parliament and of the Council
32024R1674,2024-06-13,Commission Implementing Regulation (EU) 2024/1674 of 13 June 2024 granting a Union authorisation for the single biocidal product SANICALCO Q in accordance with Regulation (EU) No 528/2012 of the European Parliament and of the Council
32024R1710,2024-06-19,Commission Implementing Regulation (EU) 2024/1710 of 19 June 2024 granting a Union authorisation for the biocidal product family Saniswiss H2O2 in accordance with Regulation (EU) No 528/2012 of the European Parliament and of the Council
32024R1752,2024-06-24,Commission Implementing Regulation (EU) 2024/1752 of 24 June 2024 amending Implementing Regulation (EU) 2021/552 as regards administrative and minor changes to the Union authorisation for the biocidal product family DEC-AHOL® Product Family
32024R1767,2024-06-26,Commission Implementing Regulation (EU) 2024/1767 of 26 June 2024 granting a Union authorisation for the biocidal product family Sure Lactic Family in accordance with Regulation (EU) No 528/2012 of the European Parliament and of the Council
32024R1802,2024-06-20,Commission Implementing Regulation (EU) 2024/1802 of 20 June 2024 approving a Union amendment to the product specification for the protected designation of origin Dehesa de Extremadura
32024R1234,2024-05-02,"Commission Implementing Regulation (EU) 2024/1234 of 2 May 2024 correcting Implementing Regulations (EU) 2023/1596, (EU) 2023/1595, (EU) 2023/711, (EU) 2022/269 and (EU) 2019/1198"
32024R1611,2024-06-06,Commission Implementing Regulation (EU) 2024/1611 of 6 June 2024 authorising the placing on the market of isomaltulose powder as a novel food and amending Implementing Regulation (EU) 2017/2470
32024R2102,2024-07-30,Commission Implementing Regulation (EU) 2024/2102 of 30 July 2024 amending Implementing Regulation (EU) 2017/2470 as regards the conditions of use of the novel food 2'-Fucosyllactose and as regards the specifications of the novel food 2'-Fucosyllactose produced with a derivative strain of Escherichia coli BL-21
32024R2027,2024-07-26,"Commission Implementing Regulation (EU) 2024/2027 of 26 July 2024 on verification activities pursuant to Regulation (EU) 2023/1805 of the European Parliament and of the Council on the use of renewable and low-carbon fuels in maritime transport, and amending Directive 2009/16/EC"
32024R1178,2024-04-23,"Commission Implementing Regulation (EU) 2024/1178 of 23 April 2024 amending Implementing Regulations (EU) 2020/761 and (EU) 2020/1988 as regards the creation, modification and management of certain tariff quotas following the free trade agreement between the European Union and New Zealand"
32024R1223,2024-04-30,Commission Implementing Regulation (EU) 2024/1223 of 30 April 2024 accepting a request for new exporting producer treatment with regard to the definitive anti-dumping measures imposed on imports of ceramic tiles originating in India and Türkiye and amending Implementing Regulation (EU) 2023/265
32024R1288,2024-05-06,"Commission Implementing Regulation (EU) 2024/1288 of 6 May 2024 granting Cabo Verde a temporary derogation from the rules on preferential origin laid down in Delegated Regulation (EU) 2015/2446, in respect of prepared or preserved fillets of tuna and tuna loins (raw, cooked and frozen), prepared or preserved mackerel fillets and prepared or preserved frigate tuna or frigate mackerel fillets"
32024R1319,2024-05-15,Commission Implementing Regulation (EU) 2024/1319 of 15 May 2024 on the derogations from the originating products rules laid down in the Free Trade Agreement between the European Union and New Zealand that apply within the limits of annual quotas for certain products from New Zealand
32024R1919,2024-07-12,Commission Implementing Regulation (EU) 2024/1919 of 12 July 2024 amending Implementing Regulation (EU) 2023/265 imposing a definitive anti-dumping duty on imports of ceramic tiles originating in India and Türkiye
32024R2000,2024-07-24,Commission Implementing Regulation (EU) 2024/2000 of 24 July 2024 amending Implementing Regulation (EU) 2020/1070 to rationalise reporting on its application and to enable the usage of active antenna systems
32024R1287,2024-05-13,"Commission Implementing Regulation (EU) 2024/1287 of 13 May 2024 extending the definitive anti-dumping duty imposed by Implementing Regulation (EU) 2021/1930 on imports of birch plywood originating in Russia to imports of birch plywood consigned from Türkiye and Kazakhstan, whether declared as originating in Türkiye and Kazakhstan or not"
32024R2807,2024-10-28,Commission Implementing Regulation (EU) 2024/2807 of 28 October 2024 laying down rules for the application of Regulation (EU) 2024/1143 of the European Parliament and of the Council as regards the entering of a geographical indication in the Union register of geographical indications Manisa Mesir Macunu (PGI)
32024R1890,2024-07-11,Commission Implementing Regulation (EU) 2024/1890 of 11 July 2024 adding to the 2024 fishing quotas certain quantities withheld in the year 2023 pursuant to Article 4(2) of Council Regulation (EC) No 847/96
32024R1817,2024-06-24,Commission Implementing Regulation (EU) 2024/1817 of 24 June 2024 approving an amendment to the specification for the protected designation of origin Biscoitos
32024R1868,2024-06-28,Commission Implementing Regulation (EU) 2024/1868 of 28 June 2024 approving an amendment to the specification for the protected designation of origin Riviera del Garda Bresciano / Garda Bresciano
32024R1863,2024-06-28,Commission Implementing Regulation (EU) 2024/1863 of 28 June 2024 approving an amendment to the specification for the protected geographical indication Lisboa
32024R1963,2024-07-10,Commission Implementing Regulation (EU) 2024/1963 of 10 July 2024 approving an amendment to the specification for the protected designation of origin Côtes du Roussillon Villages
32024R2110,2024-07-25,Commission Implementing Regulation (EU) 2024/2110 of 25 July 2024 correcting Commission Implementing Regulation (EU) 2024/1607 of 29 May 2024 amending Regulation (EC) No 1484/95 as regards fixing representative prices in the poultrymeat and egg sectors and for egg albumin
32024R0587,2024-02-12,"Commission Implementing Regulation (EU) 2024/587 of 12 February 2024 providing for a derogation from Regulation (EU) 2021/2115 of the European Parliament and of the Council as regards the application of the standard for good agricultural and environmental conditions of land (GAEC standard) 8, dates of eligibility of expenditure for contribution from the EAGF and rules concerning amendments of CAP Strategic Plans for modifications of certain eco-schemes for claim year 2024"
32024R1962,2024-07-18,Commission Implementing Regulation (EU) 2024/1962 of 18 July 2024 amending Implementing Regulation (EU) 2021/2289 as regards the presentation of the content of the CAP Strategic Plans regarding GAEC standards 7 and 8 and amending Implementing Regulation (EU) 2022/1475 as regards the provision of certain data for monitoring and evaluation by Member States
32024R1696,2024-06-19,"Commission Implementing Regulation (EU) 2024/1696 of 19 June 2024 withdrawing the approval of the active substance acibenzolar-S-methyl in accordance with Regulation (EC) No 1107/2009 of the European Parliament and of the Council, amending Commission Implementing Regulation (EU) No 540/2011 and repealing Commission Implementing Regulation (EU) 2016/389"
32024R0443,2024-01-29,Commission Implementing Regulation (EU) 2024/443 of 29 January 2024 approving non-minor amendments to the specification for a name entered in the register of protected designations of origin and protected geographical indications [Queijo de Azeitão (PDO)]
32024R2052,2024-07-30,Commission Implementing Regulation (EU) 2024/2052 of 30 July 2024 amending Implementing Regulation (EU) 2021/808 as regards its scope and certain performance criteria of analytical methods for residues of pharmacologically active substances used in food-producing animals
32024R0423,2024-01-31,Commission Implementing Regulation (EU) 2024/423 of 31 January 2024 entering a name in the register of protected designations of origin and protected geographical indications (Sel de Camargue/Fleur de sel de Camargue (PGI))
32024R0445,2024-01-29,Commission Implementing Regulation (EU) 2024/445 of 29 January 2024 entering a name in the register of protected designations of origin and protected geographical indications (Aydın Memecik Zeytinyağı (PDO))
32024R0906,2024-03-14,Commission Implementing Regulation (EU) 2024/906 of 14 March 2024 entering a name in the register of protected designations of origin and protected geographical indications (Araban Sarımsağı (PDO))
32024R1966,2024-07-16,Commission Implementing Regulation (EU) 2024/1966 of 16 July 2024 entering a name in the register of Traditional Specialities Guaranteed (Sardeluță marinată (TSG))
32024R1618,2024-06-06,Commission Implementing Regulation (EU) 2024/1618 of 6 June 2024 amending Implementing Regulation (EU) 2021/763 laying down implementing technical standards for the application of Regulation (EU) No 575/2013 of the European Parliament and of the Council and Directive 2014/59/EU of the European Parliament and of the Council with regard to the supervisory reporting and public disclosure of the minimum requirement for own funds and eligible liabilities
32024R1874,2024-07-08,"Commission Implementing Regulation (EU) 2024/1874 of 8 July 2024 amending Implementing Regulation (EU) 2020/2235 laying down rules for the application of Regulations (EU) 2016/429 and (EU) 2017/625 of the European Parliament and of the Council as regards model animal health certificates, model official certificates and model animal health/official certificates for the entry into the Union and movements within the Union of consignments of certain categories of animals and goods, and official certification regarding such certificates"
32024R1268,2024-05-06,"Commission Implementing Regulation (EU) 2024/1268 of 6 May 2024 extending the definitive countervailing duties imposed by Implementing Regulation (EU) 2022/433 on imports of stainless steel cold-rolled flat products originating in Indonesia to imports of stainless steel cold-rolled flat products consigned from Taiwan, Türkiye and Vietnam, whether declared as originating in Taiwan, Türkiye and Vietnam or not"
32024R1270,2024-05-07,Commission Implementing Regulation (EU) 2024/1270 of 7 May 2024 correcting Implementing Regulation (EU) 2023/2466 laying down rules for the application of Regulation (EU) No 1308/2013 of the European Parliament and of the Council as regards marketing standards for eggs
32024R1170,2024-04-23,"Commission Implementing Regulation (EU) 2024/1170 of 23 April 2024 amending Annexes IV, VIII, XIII, XIV and XV to Implementing Regulation (EU) 2021/404 as regards the lists of third countries or territories, or zones thereof, authorised for the entry into the Union of consignments of certain animals and products of animal origin, and correcting Annex XIV thereto as regards the list of third countries or territories, or zones thereof, authorised for the entry into the Union of consignments of fresh meat of poultry and game birds"
32024R0904,2024-03-25,Commission Implementing Regulation (EU) 2024/904 of 25 March 2024 amending Council Regulation (EC) No 32/2000 as regards the extension of the Union’s tariff quotas for jute and coconut-fibre products
32024R0432,2024-02-02,Commission Implementing Regulation (EU) 2024/432 of 2 February 2024 determining that the information to be automatically exchanged pursuant to the agreement signed by the competent authorities of Canada and certain Member States is equivalent to the information specified in certain provisions of Council Directive 2011/16/EU
32024R2055,2024-07-26,"Council Implementing Regulation (EU) 2024/2055 of 26 July 2024 implementing Article 2(3) of Regulation (EC) No 2580/2001 on specific restrictive measures directed against certain persons and entities with a view to combating terrorism, and repealing Implementing Regulation (EU) 2024/329"
32024R2039,2024-07-29,Commission Implementing Regulation (EU) 2024/2039 of 29 July 2024 correcting Implementing Regulation (EU) 2023/1173 by deleting feed additives from the Annex thereto
32024R1071,2024-04-12,Commission Implementing Regulation (EU) 2024/1071 of 12 April 2024 amending Implementing Regulation (EU) 2015/2447 as regards decisions relating to binding information in the field of customs valuation and introducing an electronic system for binding origin and valuation information
32024R1070,2024-04-12,"Commission Implementing Regulation (EU) 2024/1070 of 12 April 2024 concerning the renewal of the authorisation of a preparation of 25-hydroxycholecalciferol produced by Saccharomyces cerevisiae CBS 146008 for chickens for fattening, turkeys for fattening, other poultry and pigs and the authorisation of that preparation for ruminants and repealing Commission Regulation (EC) No 887/2009"
32024R1200,2024-04-18,"Commission Implementing Regulation (EU) 2024/1200 of 18 April 2024 concerning the renewal of the authorisation of a preparation of Bifidobacterium animalis ssp. animalis DSM 16284, Ligilactobacillus salivarius DSM 16351 and Enterococcus faecium DSM 21913 as a feed additive for chickens for fattening, chickens reared for laying and minor poultry species for fattening and reared for laying or breeding, the authorisation of that preparation as a feed additive for use in feed and in water for drinking for chickens reared for breeding, turkeys for fattening and turkeys reared for breeding (holder of authorisation: Biomin GmbH) and repealing Implementing Regulations (EU) No 544/2013 and (EU) 2015/1105"
32024R1161,2024-04-22,"Commission Implementing Regulation (EU) 2024/1161 of 22 April 2024 concerning the renewal of the authorisation of a preparation of Enterococcus lactis NCIMB 10415 as a feed additive for certain animal species, the authorisation of that preparation as a feed additive for certain other animal species (holder of authorisation: DSM Nutritional Products Ltd.), amending Implementing Regulation (EU) No 1061/2013 and repealing Implementing Regulations (EU) No 361/2011, (EU) 2015/518 and (EU) 2019/11"
32024R1179,2024-04-23,"Commission Implementing Regulation (EU) 2024/1179 of 23 April 2024 concerning the renewal of the authorisation of preparations of Lactiplantibacillus plantarum DSM 3676, Lactiplantibacillus plantarum DSM 3677 and Lentilactobacillus buchneri DSM 13573 as feed additives for all animal species and repealing Implementing Regulation (EU) No 1119/2012"
32024R1187,2024-04-24,Commission Implementing Regulation (EU) 2024/1187 of 24 April 2024 concerning the renewal of the authorisation of a preparation of Enterococcus lactis DSM 7134 and Lacticaseibacillus rhamnosus DSM 7133 as a feed additive for calves for rearing (holder of authorisation: Lactosan GmbH & Co.KG) and repealing Implementing Regulation (EU) No 1101/2013
32024R1185,2024-04-24,Commission Implementing Regulation (EU) 2024/1185 of 24 April 2024 concerning the renewal of the authorisation of orthophosphoric acid as a feed additive for all animal species and repealing Implementing Regulation (EU) No 1055/2013
32024R1193,2024-04-24,"Commission Implementing Regulation (EU) 2024/1193 of 24 April 2024 concerning the renewal of the authorisation of sodium hydroxide as a feed additive for cats, dogs and ornamental fish and repealing Implementing Regulation (EU) No 161/2013"
32024R1194,2024-04-24,Commission Implementing Regulation (EU) 2024/1194 of 24 April 2024 concerning the renewal of the authorisation of nicotinic acid and niacinamide as feed additives for all animal species and repealing Implementing Regulation (EU) No 642/2013
32024R1190,2024-04-24,"Commission Implementing Regulation (EU) 2024/1190 of 24 April 2024 concerning the renewal of the authorisation of a preparation of Enterococcus lactis DSM 7134 as a feed additive for chickens reared for laying and minor poultry species for fattening, reared for laying and reared for breeding (holder of authorisation: Lactosan GmbH & Co.KG) and repealing Implementing Regulation (EU) No 775/2013"
32024R1189,2024-04-24,Commission Implementing Regulation (EU) 2024/1189 of 24 April 2024 concerning the renewal of the authorisation of a preparation of Lactiplantibacillus plantarum LMG P-21295 as a feed additive for all animal species and amending Implementing Regulation (EU) No 1065/2012
32024R1196,2024-04-25,Commission Implementing Regulation (EU) 2024/1196 of 25 April 2024 concerning the renewal of the authorisation of a preparation of Lentilactobacillus buchneri DSM 19455 as a feed additive for all animal species and repealing Implementing Regulation (EU) No 774/2013
32024R1730,2024-06-20,Commission Implementing Regulation (EU) 2024/1730 of 20 June 2024 concerning the authorisation of benzoic acid as a feed additive for weaned piglets and pigs for fattening (holder of authorisation: LANXESS Chemical B.V.)
32024R1750,2024-06-24,Commission Implementing Regulation (EU) 2024/1750 of 24 June 2024 concerning the renewal of the authorisation of a preparation of Levilactobacillus brevis DSM 23231 as a feed additive for all animal species and amending Implementing Regulation (EU) No 399/2014
32024R1757,2024-06-25,Commission Implementing Regulation (EU) 2024/1757 of 25 June 2024 concerning the renewal of the authorisation of a preparation of Lentilactobacillus buchneri NCIMB 30139 as a feed additive for all animal species and amending Implementing Regulation (EU) No 96/2013
32024R1786,2024-06-27,"Commission Implementing Regulation (EU) 2024/1786 of 27 June 2024 concerning the renewal of the authorisation of a preparation of ammonium chloride as a feed additive for ruminants, cats and dogs (holder of the authorisation: BASF SE) and repealing Implementing Regulation (EU) No 725/2013"
32024R2180,2024-09-02,"Commission Implementing Regulation (EU) 2024/2180 of 2 September 2024 concerning the authorisation of a preparation of endo-1,4-beta-xylanase, endo-1,4-beta-glucanase and xyloglucan-specific-endo-beta-1,4-glucanase produced with Trichoderma citrinoviride DSM 33578 as a feed additive for sows of all Suidae species (holder of authorisation: Huvepharma EOOD)"
32024R1227,2024-04-23,Commission Implementing Regulation (EU) 2024/1227 of 23 April 2024 approving non-minor amendments to the specification for a name entered in the register of protected designations of origin and protected geographical indications (Gamoneu / Gamonedo (PDO))
32024R1104,2024-04-17,"Commission Implementing Regulation (EU) 2024/1104 of 17 April 2024 concerning the authorisation of a preparation of Lactiplantibacillus plantarum DSM 11520 as a feed additive for horses, dogs, cats and rabbits"
32024R1267,2024-05-06,"Commission Implementing Regulation (EU) 2024/1267 of 6 May 2024 extending the definitive anti-dumping duty imposed by Implementing Regulation (EU) 2021/2012 on imports of stainless steel cold-rolled flat products originating in Indonesia to imports of stainless steel cold-rolled flat products consigned from Taiwan and Vietnam, whether declared as originating in Taiwan and Vietnam or not, and terminating the investigation concerning the possible circumvention of anti-dumping measures imposed by that Regulation by imports of stainless steel cold-rolled flat products consigned from Türkiye, whether declared as originating in Türkiye or not"
32024R2060,2024-07-30,"Commission Implementing Regulation (EU) 2024/2060 of 30 July 2024 amending Implementing Regulation (EU) 2022/1192 as regards the template for surveys of Globodera pallida (Stone) Behrens and Globodera rostochiensis (Wollenweber) Behrens, the use of testing methods and the designation of infested production sites"
